operation,kind,inputs,outputs,input_dimensions_um,output_dimensions_um,settings_json
maple-20-end-min,cut,maple-20-window,maple-20-end1;maple-20-end-min-off,"[108000, 290000, 33000]","{""maple-20-end-min-off"": [108000, 8000, 33000], ""maple-20-end1"": [108000, 279000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 279000, ""tool"": ""saw""}"
maple-20-end-max,cut,maple-20-end1,maple-20-blank;maple-20-end-max-off,"[108000, 279000, 33000]","{""maple-20-blank"": [108000, 265000, 33000], ""maple-20-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 265000, ""tool"": ""saw""}"
maple-20-zmin,surface,maple-20-blank,maple-20-z1;maple-20-zmin-loss,"[108000, 265000, 33000]","{""maple-20-z1"": [108000, 265000, 30000], ""maple-20-zmin-loss"": [108000, 265000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-20-zmax,surface,maple-20-z1,maple-20-z2;maple-20-zmax-loss,"[108000, 265000, 30000]","{""maple-20-z2"": [108000, 265000, 27000], ""maple-20-zmax-loss"": [108000, 265000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-20-xmin,surface,maple-20-z2,maple-20-x1;maple-20-xmin-loss,"[108000, 265000, 27000]","{""maple-20-x1"": [107000, 265000, 27000], ""maple-20-xmin-loss"": [1000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-20-xmax,surface,maple-20-x1,maple-20-x2;maple-20-xmax-loss,"[107000, 265000, 27000]","{""maple-20-x2"": [106000, 265000, 27000], ""maple-20-xmax-loss"": [1000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-20-rip,cut,maple-20-x2,maple-20-pre;maple-20-rip-off,"[106000, 265000, 27000]","{""maple-20-pre"": [26000, 265000, 27000], ""maple-20-rip-off"": [77000, 265000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 21465000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-20-joint,surface,maple-20-pre,panel-2-strip-11;maple-20-joint-loss,"[26000, 265000, 27000]","{""maple-20-joint-loss"": [1000, 265000, 27000], ""panel-2-strip-11"": [25000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
panel-2-glue,glue,panel-2-strip-0;panel-2-strip-1;panel-2-strip-2;panel-2-strip-3;panel-2-strip-4;panel-2-strip-5;panel-2-strip-6;panel-2-strip-7;panel-2-strip-8;panel-2-strip-9;panel-2-strip-10;panel-2-strip-11,panel-2-raw,"{""panel-2-strip-0"": [25000, 265000, 27000], ""panel-2-strip-1"": [25000, 265000, 27000], ""panel-2-strip-10"": [25000, 265000, 27000], ""panel-2-strip-11"": [25000, 265000, 27000], ""panel-2-strip-2"": [25000, 265000, 27000], ""panel-2-strip-3"": [25000, 265000, 27000], ""panel-2-strip-4"": [25000, 265000, 27000], ""panel-2-strip-5"": [25000, 265000, 27000], ""panel-2-strip-6"": [25000, 265000, 27000], ""panel-2-strip-7"": [25000, 265000, 27000], ""panel-2-strip-8"": [25000, 265000, 27000], ""panel-2-strip-9"": [25000, 265000, 27000]}","{""panel-2-raw"": [300000, 265000, 27000]}","{""axis"": 0, ""joint_count"": 11, ""negligible_glue_line"": true, ""prepared_faces"": true, ""stage"": ""first""}"
panel-2-zmin,surface,panel-2-raw,panel-2-z1;panel-2-zmin-loss,"[300000, 265000, 27000]","{""panel-2-z1"": [300000, 265000, 26000], ""panel-2-zmin-loss"": [300000, 265000, 1000]}","{""amount_um"": 1000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
panel-2-zmax,surface,panel-2-z1,panel-2-flat;panel-2-zmax-loss,"[300000, 265000, 26000]","{""panel-2-flat"": [300000, 265000, 25000], ""panel-2-zmax-loss"": [300000, 265000, 1000]}","{""amount_um"": 1000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
panel-2-slice-0,cut,panel-2-flat,slice-5;panel-2-remainder-0,"[300000, 265000, 25000]","{""panel-2-remainder-0"": [300000, 230000, 25000], ""slice-5"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-5-rotate,rotate,slice-5,row-5,"[300000, 32000, 25000]","{""row-5"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-2-slice-1,cut,panel-2-remainder-0,slice-6;panel-2-remainder-1,"[300000, 230000, 25000]","{""panel-2-remainder-1"": [300000, 195000, 25000], ""slice-6"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-6-rotate,rotate,slice-6,row-6,"[300000, 32000, 25000]","{""row-6"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-2-slice-2,cut,panel-2-remainder-1,slice-7;panel-2-remainder-2,"[300000, 195000, 25000]","{""panel-2-remainder-2"": [300000, 160000, 25000], ""slice-7"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-7-rotate,rotate,slice-7,row-7,"[300000, 32000, 25000]","{""row-7"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
maple-21-separate,cut,maple-21,maple-21-window;maple-21-reserve,"[108000, 419000, 33000]","{""maple-21-reserve"": [108000, 196000, 33000], ""maple-21-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-21-end-min,cut,maple-21-window,maple-21-end1;maple-21-end-min-off,"[108000, 220000, 33000]","{""maple-21-end-min-off"": [108000, 8000, 33000], ""maple-21-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-21-end-max,cut,maple-21-end1,maple-21-blank;maple-21-end-max-off,"[108000, 209000, 33000]","{""maple-21-blank"": [108000, 195000, 33000], ""maple-21-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-21-zmin,surface,maple-21-blank,maple-21-z1;maple-21-zmin-loss,"[108000, 195000, 33000]","{""maple-21-z1"": [108000, 195000, 30000], ""maple-21-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-21-zmax,surface,maple-21-z1,maple-21-z2;maple-21-zmax-loss,"[108000, 195000, 30000]","{""maple-21-z2"": [108000, 195000, 27000], ""maple-21-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-21-xmin,surface,maple-21-z2,maple-21-x1;maple-21-xmin-loss,"[108000, 195000, 27000]","{""maple-21-x1"": [107000, 195000, 27000], ""maple-21-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-21-xmax,surface,maple-21-x1,maple-21-x2;maple-21-xmax-loss,"[107000, 195000, 27000]","{""maple-21-x2"": [106000, 195000, 27000], ""maple-21-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-21-rip,cut,maple-21-x2,maple-21-pre;maple-21-rip-off,"[106000, 195000, 27000]","{""maple-21-pre"": [26000, 195000, 27000], ""maple-21-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-21-joint,surface,maple-21-pre,panel-3-strip-0;maple-21-joint-loss,"[26000, 195000, 27000]","{""maple-21-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-0"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-22-separate,cut,maple-22,maple-22-window;maple-22-reserve,"[108000, 419000, 33000]","{""maple-22-reserve"": [108000, 196000, 33000], ""maple-22-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-22-end-min,cut,maple-22-window,maple-22-end1;maple-22-end-min-off,"[108000, 220000, 33000]","{""maple-22-end-min-off"": [108000, 8000, 33000], ""maple-22-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-22-end-max,cut,maple-22-end1,maple-22-blank;maple-22-end-max-off,"[108000, 209000, 33000]","{""maple-22-blank"": [108000, 195000, 33000], ""maple-22-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-22-zmin,surface,maple-22-blank,maple-22-z1;maple-22-zmin-loss,"[108000, 195000, 33000]","{""maple-22-z1"": [108000, 195000, 30000], ""maple-22-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-22-zmax,surface,maple-22-z1,maple-22-z2;maple-22-zmax-loss,"[108000, 195000, 30000]","{""maple-22-z2"": [108000, 195000, 27000], ""maple-22-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-22-xmin,surface,maple-22-z2,maple-22-x1;maple-22-xmin-loss,"[108000, 195000, 27000]","{""maple-22-x1"": [107000, 195000, 27000], ""maple-22-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-22-xmax,surface,maple-22-x1,maple-22-x2;maple-22-xmax-loss,"[107000, 195000, 27000]","{""maple-22-x2"": [106000, 195000, 27000], ""maple-22-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-22-rip,cut,maple-22-x2,maple-22-pre;maple-22-rip-off,"[106000, 195000, 27000]","{""maple-22-pre"": [26000, 195000, 27000], ""maple-22-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-22-joint,surface,maple-22-pre,panel-3-strip-1;maple-22-joint-loss,"[26000, 195000, 27000]","{""maple-22-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-1"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-23-separate,cut,maple-23,maple-23-window;maple-23-reserve,"[108000, 419000, 33000]","{""maple-23-reserve"": [108000, 196000, 33000], ""maple-23-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-23-end-min,cut,maple-23-window,maple-23-end1;maple-23-end-min-off,"[108000, 220000, 33000]","{""maple-23-end-min-off"": [108000, 8000, 33000], ""maple-23-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-23-end-max,cut,maple-23-end1,maple-23-blank;maple-23-end-max-off,"[108000, 209000, 33000]","{""maple-23-blank"": [108000, 195000, 33000], ""maple-23-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-23-zmin,surface,maple-23-blank,maple-23-z1;maple-23-zmin-loss,"[108000, 195000, 33000]","{""maple-23-z1"": [108000, 195000, 30000], ""maple-23-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-23-zmax,surface,maple-23-z1,maple-23-z2;maple-23-zmax-loss,"[108000, 195000, 30000]","{""maple-23-z2"": [108000, 195000, 27000], ""maple-23-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-23-xmin,surface,maple-23-z2,maple-23-x1;maple-23-xmin-loss,"[108000, 195000, 27000]","{""maple-23-x1"": [107000, 195000, 27000], ""maple-23-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-23-xmax,surface,maple-23-x1,maple-23-x2;maple-23-xmax-loss,"[107000, 195000, 27000]","{""maple-23-x2"": [106000, 195000, 27000], ""maple-23-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-23-rip,cut,maple-23-x2,maple-23-pre;maple-23-rip-off,"[106000, 195000, 27000]","{""maple-23-pre"": [26000, 195000, 27000], ""maple-23-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-23-joint,surface,maple-23-pre,panel-3-strip-2;maple-23-joint-loss,"[26000, 195000, 27000]","{""maple-23-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-2"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-5-separate,cut,walnut-5,walnut-5-window;walnut-5-reserve,"[83000, 419000, 37000]","{""walnut-5-reserve"": [83000, 196000, 37000], ""walnut-5-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-5-end-min,cut,walnut-5-window,walnut-5-end1;walnut-5-end-min-off,"[83000, 220000, 37000]","{""walnut-5-end-min-off"": [83000, 8000, 37000], ""walnut-5-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-5-end-max,cut,walnut-5-end1,walnut-5-blank;walnut-5-end-max-off,"[83000, 209000, 37000]","{""walnut-5-blank"": [83000, 195000, 37000], ""walnut-5-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-5-zmin,surface,walnut-5-blank,walnut-5-z1;walnut-5-zmin-loss,"[83000, 195000, 37000]","{""walnut-5-z1"": [83000, 195000, 32000], ""walnut-5-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-5-zmax,surface,walnut-5-z1,walnut-5-z2;walnut-5-zmax-loss,"[83000, 195000, 32000]","{""walnut-5-z2"": [83000, 195000, 27000], ""walnut-5-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-5-xmin,surface,walnut-5-z2,walnut-5-x1;walnut-5-xmin-loss,"[83000, 195000, 27000]","{""walnut-5-x1"": [82000, 195000, 27000], ""walnut-5-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-5-xmax,surface,walnut-5-x1,walnut-5-x2;walnut-5-xmax-loss,"[82000, 195000, 27000]","{""walnut-5-x2"": [81000, 195000, 27000], ""walnut-5-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-5-rip,cut,walnut-5-x2,walnut-5-pre;walnut-5-rip-off,"[81000, 195000, 27000]","{""walnut-5-pre"": [26000, 195000, 27000], ""walnut-5-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-5-joint,surface,walnut-5-pre,panel-3-strip-3;walnut-5-joint-loss,"[26000, 195000, 27000]","{""panel-3-strip-3"": [25000, 195000, 27000], ""walnut-5-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-24-separate,cut,maple-24,maple-24-window;maple-24-reserve,"[108000, 419000, 33000]","{""maple-24-reserve"": [108000, 196000, 33000], ""maple-24-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-24-end-min,cut,maple-24-window,maple-24-end1;maple-24-end-min-off,"[108000, 220000, 33000]","{""maple-24-end-min-off"": [108000, 8000, 33000], ""maple-24-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-24-end-max,cut,maple-24-end1,maple-24-blank;maple-24-end-max-off,"[108000, 209000, 33000]","{""maple-24-blank"": [108000, 195000, 33000], ""maple-24-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-24-zmin,surface,maple-24-blank,maple-24-z1;maple-24-zmin-loss,"[108000, 195000, 33000]","{""maple-24-z1"": [108000, 195000, 30000], ""maple-24-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-24-zmax,surface,maple-24-z1,maple-24-z2;maple-24-zmax-loss,"[108000, 195000, 30000]","{""maple-24-z2"": [108000, 195000, 27000], ""maple-24-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-24-xmin,surface,maple-24-z2,maple-24-x1;maple-24-xmin-loss,"[108000, 195000, 27000]","{""maple-24-x1"": [107000, 195000, 27000], ""maple-24-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-24-xmax,surface,maple-24-x1,maple-24-x2;maple-24-xmax-loss,"[107000, 195000, 27000]","{""maple-24-x2"": [106000, 195000, 27000], ""maple-24-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-24-rip,cut,maple-24-x2,maple-24-pre;maple-24-rip-off,"[106000, 195000, 27000]","{""maple-24-pre"": [26000, 195000, 27000], ""maple-24-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
